period,id,n,v,cpc,cmp,lc,hc,vt,mv,i,f,g,a,o,c,h
current,473,건초염 키보드,5,,,0,0,-1,0|28|19|29|20|0|14|0|14|0|15|0,1,8257,0,0,,K,false
current,474,컴퓨터 팔꿈치 통증,30,,13,0,0,-0.25,66|40|40|30|30|30|40|30|40|30|30|30,1,8257,0,0,,K,false
current,475,키보드 안내 거리,10,,0,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,2113,0,0,446,K,false
current,476,정형외과 손목 통증,23,,,0,0,-0.32,25|30|39|50|40|37|34|13|40|28|16|27,1,8769,0,0,,K,false
current,477,손목 안 아픈 마우스 자세,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,10305,0,0,,K,false
current,478,마우스 올바른 자세,0,,,0,0,0,0|10|0|0|0|0|0|0|0|0|0|0,5,10305,0,0,,K,false
current,479,키보드 높이,263,0.02,2,0,0,-0.13,300|310|290|350|330|290|320|290|290|280|260|250,4,10304,0,32,,K,false
current,480,노트북 손목 통증,13,,3,0,0,0,30|10|10|10|20|10|10|10|10|20|10|10,1,8257,0,0,,K,false
current,481,마우스 높이 손목,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,9312,0,0,,K,false
current,482,마우스 손목 띄우기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8256,0,0,,K,false
current,483,손목 교정,66,,25,0,0,0.97,58|68|72|66|61|83|79|52|44|43|70|87,1,65,0,64,,K,false
current,484,게임 손목 스트레칭,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,,K,false
current,485,마우스 손목 아플때,0,,,0,0,-1,0|12|0|0|0|0|0|0|14|0|0|0,1,10305,0,0,,K,false
current,486,모니터 키보드 위치,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,K,false
current,487,마우스 검지 통증,32,,0,0,0,-0.02,40|29|40|10|38|30|25|30|36|30|33|35,1,2113,0,0,456|569,K,false
current,488,게임 손목 아픔,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,K,false
current,489,글 쓰면 손목,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,K,false
current,490,정중신경 손바닥,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,10304,0,0,,K,false
current,491,마우스 자세,107,0.66,2,0,0,-0.1,140|129|190|159|128|126|140|106|130|109|96|117,5,10304,0,0,,K,false
current,492,마우스 키보드 자세,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,10305,0,0,,K,false
current,493,손목이 욱신 욱신,6,,7,0,0,-0.16,12|0|20|32|10|10|10|0|12|10|0|10,1,10305,0,0,,K,false
current,494,마우스 인대,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,2113,0,0,,K,false
current,495,fps 팔 아픔,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,K,false
current,496,팔목 터널 증후군,166,,,0,0,-0.78,150|110|120|80|50|20|30|49|470|290|110|100,1,10305,0,96,,K,false
current,497,건초염 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2112,0,0,,K,false
current,498,팜레스트 올바른 사용법,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,,K,false
current,499,마우스 팔 통증,40,,3,0,0,-0.28,35|20|35|30|10|20|48|35|46|35|53|33,1,8257,0,0,,K,false
current,500,패드 손목 아픔,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,K,false
current,501,마우스 손목 안아프게,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,K,false
current,502,손목 안아프게 마우스 잡는법,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,K,false
current,503,게임 팔 아픔,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,499,K,false
current,504,게임할때 손목,0,,,0,0,0,0|0|11|0|0|0|0|0|0|0|0|0,1,65,0,0,,K,false
current,505,반지 마우스 후기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,8256,0,0,,K,false
current,506,fps 키보드 자세,36,,2,0,0,1,40|20|30|40|20|20|30|20|20|40|30|40,1,10304,0,0,,K,false
current,507,마우스 적응,23,,0,0,0,0,20|20|30|30|30|20|20|30|10|30|30|10,1,8256,0,0,,K,false
current,508,스마트폰 손목 건초염,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,,K,false
current,509,트랙볼 드래그,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,0,0,0,,K,false
current,510,손목 자세,16,,0,0,0,-0.35,20|20|30|20|20|10|31|10|31|20|10|20,1,10305,0,0,,K,false
current,511,에임 팔꿈치,13,,0,0,0,0,20|30|30|30|20|30|10|10|10|20|10|10,1,10304,0,0,455,K,false
current,512,마우스 어깨 통증 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,K,false
current,513,손목 통증 컴퓨터,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,K,false
current,514,마우스 손바닥 통증,117,0.05,17,0,0,-0.18,128|189|160|160|159|106|90|87|110|110|152|90,1,8257,0,0,,K,false
current,515,올바른 마우스 자세,36,,0,0,0,-0.2,40|40|70|50|40|50|40|50|50|40|30|40,5,10305,0,0,,K,false
current,516,기계식 키보드 높이,30,,8,0,0,-0.73,20|20|50|30|45|48|35|30|38|31|50|10,4,65,0,0,,K,false
current,517,손가락 터널 증후군,260,,,0,0,1.16,170|230|210|170|100|70|40|110|120|200|320|260,1,10305,0,64,,K,false
current,518,게임 손목 자세,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8288,0,0,,K,false
current,519,마우스 쥔 손,30,,0,0,0,4,20|40|30|40|20|20|20|30|10|20|20|50,1,2113,0,0,,K,false
current,520,손목 굴 증후군,166,,,0,0,0.23,280|350|190|170|240|290|260|260|170|120|170|210,1,10305,0,4,,K,false
current,521,컴퓨터 손목 자세,23,,0,0,0,-0.5,40|30|30|30|30|20|20|20|40|20|30|20,1,8256,0,0,,K,false
current,522,마우스 손등 통증 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2112,0,0,,K,false
current,523,마우스 손 아픔,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,K,false
current,524,마우스 손목 저림,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,K,false
current,525,마우스 중지 손가락 통증,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,499,K,false
current,526,키보드 기울여서,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,K,false
current,527,마우스 손목 스트레칭,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,K,false
current,528,컴퓨터 손목 아픔,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,10305,0,0,,K,false
current,529,마우스 잡는법 손목,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,,K,false
current,530,손목 욱신욱신,0,,,0,0,0,0|12|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,,K,false
current,531,fps 키보드 각도,20,,0,0,0,0,30|20|20|10|20|10|20|20|20|20|20|20,1,65,0,0,446,K,false
current,532,손목 에 좋은 자세,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,10305,0,0,,K,false
current,533,손목터널증후군 스트레칭 방법,0,,,0,0,0,0|0|0|55|36|0|0|0|0|0|0|0,1,10305,0,0,,K,false
current,534,키보드 마우스 자세,16,,0,0,0,-0.5,0|0|40|20|20|20|30|10|20|30|10|10,5,8257,0,0,,K,false
current,535,컴퓨터 손목 통증,72,1.15,23,0,0,0.15,130|90|130|120|100|90|70|57|60|89|60|69,1,8257,0,16,,K,false
current,536,마우스 손가락 아픔,5,,,0,0,0,0|0|20|20|14|18|0|0|0|0|16|0,1,10305,0,0,499,K,false
current,537,게임할때 키보드 위치,40,,0,0,0,-0.2,0|0|0|0|20|30|30|50|50|50|30|40,1,8257,0,0,,K,false
current,538,손가락 마디 통증 키보드,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,65,0,0,,K,false
current,539,마우스 팔 위치,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,8256,0,0,,K,false
current,540,게임할때 팔꿈치,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,455,K,false
current,541,키보드 어깨 아픔,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,499,K,false
current,542,손목 보호 운동,0,,,0,0,0,11|0|0|0|0|0|0|0|0|0|0|0,1,10305,0,0,,K,false
current,543,키보드 마우스 위치,111,,0,0,0,-0.21,134|104|112|143|136|102|90|123|132|119|110|104,5,10305,0,0,,K,false
current,544,손목건초염,18706,0.32,21,210.5k,305.7k,0.63,15.5k|15.9k|18.3k|16.4k|15.0k|12.3k|11.1k|12.4k|12.6k|15.3k|20.1k|20.7k,1,2113,0,0,,K,false
current,545,마우스 등높이,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,K,false
current,546,팔꿈치터널증후군,3030,0.4,8,208.7k,339.0k,0.18,3.2k|3.7k|3.9k|3.7k|3.4k|2.4k|2.9k|2.7k|2.7k|2.7k|3.2k|3.2k,1,8257,0,0,,K,false
current,547,fps 팔꿈치 아픔,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,K,false
current,548,노가다 손목 통증,10,0.44,33,0,0,0,10|0|10|10|10|10|10|10|10|10|10|10,1,65,0,0,,K,false
current,549,마우스 손목,636,0.26,79,202.9k,304.3k,-0.3,860|800|1.0k|840|750|630|600|640|790|660|700|550,5,3136,0,16,,K,false
current,550,마우스 손목 통증 운동,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,,K,false
current,551,마우스 패드 손목 때,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,11329,0,0,,K,false
current,552,테니스 엘보 마우스,23,,,0,0,0.5,16|29|20|15|20|0|18|0|20|20|20|30,8,65,0,0,,K,false
current,553,마우스 바른 자세,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,8257,0,0,,K,false
current,554,테니스 엘보,10240,,,0,0,0,14.1k|13.8k|14.2k|13.5k|13.2k|11.1k|10.9k|10.9k|10.8k|9.5k|10.4k|10.8k,1,10305,0,0,,K,false
current,555,손목터널증후군 예방 스트레칭,23,0.24,23,185.3k,304.1k,1,20|10|30|20|40|10|43|10|20|10|20|40,1,10305,0,0,,K,false
current,556,컴퓨터 팔 통증,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,499,K,false
current,557,게임 손목 통증,43,0.21,10,119.7k,299.4k,-0.2,20|82|62|85|30|40|50|50|50|50|40|40,1,65,0,0,,K,false
current,558,마우스 손가락 관절 통증,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,499,K,false
current,559,패드 손 아픔,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,K,false
current,560,게임 할 때 손목 아픔,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,,K,false
current,561,물건 들때 손목 통증,0,,,0,0,0,0|12|15|23|25|20|0|13|0|0|0|0,1,8257,0,0,,K,false
current,562,게임 팔꿈치 통증,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,10305,0,0,,K,false
current,563,손목 통증 진단,7,,,0,0,12,20|0|0|11|0|11|12|0|0|0|11|12,1,10305,0,0,,K,false
current,564,마우스 손목 자세교정,0,,,0,0,-1,0|0|10|0|0|0|0|0|10|0|0|0,5,8257,0,0,518|504|478|529|521|543|465|451,K,false
current,565,건초염 나무위키,0,,,0,0,0,0|0|0|0|11|13|20|0|0|0|0|0,1,2112,0,0,,K,false
current,566,마우스 손목 운동,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,K,false
current,567,컴퓨터 마우스 자세,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,10305,0,0,,K,false
current,568,방아쇠수지 증후군,21506,,,0,0,-0.01,25.7k|26.9k|26.4k|28.0k|24.1k|21.2k|19.7k|21.5k|21.9k|21.1k|21.8k|21.6k,1,10305,0,64,,K,true
current,569,마우스 클릭 손가락 통증,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,K,false
current,570,로지텍 리프트 버티컬 왼손,0,,,0,0,0,0|0|14|0|0|0|0|0|0|0|0|0,8,9281,0,0,,L,false
current,571,로지텍 리프트 버티컬 무선 마우스,8,,,0,0,-0.08,13|13|28|50|26|38|40|17|12|0|14|11,8,1024,0,0,,L,false
current,572,로지텍 마우스 g103,0,,,0,0,0,0|17|0|0|0|0|0|0|0|0|0|0,8,1090,0,0,,L,false
current,573,무선 로지텍 마우스,150,0.15,97,17.0k,240.8k,-0.18,150|160|160|140|140|110|150|140|160|150|170|130,8,64,1,0,,L,false
current,574,로지텍 c타입 마우스,70,0.15,98,70.2k,297.8k,0.14,79|90|70|80|90|70|58|60|70|70|60|80,8,65,0,0,,L,false
current,575,엑토 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1089,0,0,,L,false
current,576,로지텍 인체공학 마우스 lift,56,,,0,0,-0.72,39|40|60|40|30|12|11|26|110|70|70|30,8,9280,0,0,,L,false
current,577,코딩 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1,0,0,,L,false
current,578,무선 마우스 후기,0,,,0,0,-1,0|0|0|0|0|0|0|0|13|0|0|0,1,8193,0,0,,L,false
current,579,로지텍 리프트 내구성,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1089,0,0,,L,false
current,580,레이저 프로 클릭 버티컬,18,,,0,0,-0.57,60|20|20|0|0|16|20|20|40|18|19|17,8,9216,0,0,,L,false
current,581,ugreen 마우스,140,0.08,100,92.2k,337.8k,-0.07,90|160|150|160|140|120|160|120|140|120|170|130,8,1088,1,0,,L,false
current,582,pro click v2 vertical edition,10,,71,0,0,0,59|10|10|10|10|10|10|10|10|10|10|10,8,9280,0,0,,L,false
current,583,버티컬 마우스 충전식,36,,,0,0,0.5,18|20|30|50|30|29|19|20|20|40|40|30,8,9280,0,0,,L,false
current,584,로지텍 무소음 버티컬,0,,,0,0,-1,0|0|0|19|0|0|0|0|14|0|0|0,8,1088,0,0,,L,false
current,585,로지텍 가로 스크롤,39,,11,0,0,-0.48,28|46|36|47|26|50|47|38|39|50|47|20,8,64,0,0,,L,false
current,586,로지텍 lift vertical 후기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,8256,0,0,,L,false
current,587,로지텍 새 마우스,120,0.12,45,0,0,40,0|0|0|0|0|0|0|0|0|210|110|40,9,8257,0,0,,L,false
current,588,로지텍 무선마우스 후기,6,,100,0,0,10,10|10|10|10|10|10|10|10|0|10|0|10,1,10305,0,0,,L,false
current,589,손 편한 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,2112,0,0,,L,false
current,590,버티컬 마우스패드,156,0.01,38,0,0,0.3,160|160|210|210|180|140|120|120|130|130|170|170,8,65,0,0,,L,false
current,591,로지텍 왼손 버티컬 마우스,15,,86,0,0,0,10|10|10|10|20|10|10|24|10|27|10|10,8,11329,0,0,,L,false
current,592,버티컬 마우스 여자 더쿠,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,L,false
current,593,로지텍 리프트 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,2112,0,0,,L,false
current,594,로지텍 g301,186,0.13,72,75.5k,188.8k,0,140|150|150|150|130|140|150|150|170|190|200|170,8,64,1,8,,L,false
current,595,로지텍 리프트 버티컬,2883,0.26,100,101.1k,309.7k,-0.16,2.7k|2.8k|3.3k|3.1k|2.6k|2.2k|2.3k|2.4k|3.1k|2.6k|3.5k|2.6k,8,9280,0,0,,L,true
current,596,레이저 프로 클릭 버티컬 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,,L,false
current,597,지클릭커 슈퍼히어로 op100 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,,L,false
current,598,razer 버티컬 마우스,0,,,0,0,-1,20|0|0|0|0|0|0|0|18|0|0|0,8,9280,0,0,,L,false
current,599,ugreen 무선 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,L,false
current,600,로지텍 왼손잡이 마우스,34,0.23,77,0,0,0.13,0|0|0|0|0|0|0|0|30|30|40|34,8,9281,0,0,,L,false
current,601,마우스 어깨 결림,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,L,false
current,602,아이리버 버티컬 마우스 ev3 후기,10,0.4,68,0,0,-0.5,20|20|20|20|10|10|10|20|20|10|10|10,4,1025,0,0,,L,false
current,603,산리오 무선 마우스,38,,,0,0,-0.44,90|50|90|50|60|50|40|40|70|25|50|39,8,1088,2,8,,L,false
current,604,로지텍 버티컬 마우스 핑크,63,,,0,0,-0.33,70|70|70|80|60|50|50|90|90|50|80|60,8,1090,2,8,,L,false
current,605,로지텍 mx master 3 키보드,10,,,0,0,13,0|0|0|0|0|0|19|0|0|0|17|13,8,64,0,0,,L,false
current,606,다이 소 저소음 무선 버티컬 마우스,100,0.0,18,0,0,130,0|0|0|0|0|0|0|0|0|0|170|130,8,3137,1,0,,L,false
current,607,logitech mx vertical maus,0,,,0,0,0,10|0|0|0|0|0|0|0|0|0|0|0,8,10240,0,0,,L,false
current,608,로지텍 게임용 무선 마우스 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,8257,0,0,,L,false
current,609,vm3 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,L,false
current,610,mx 버티컬 단점,6,,0,0,0,0,10|0|10|0|0|10|0|10|10|0|10|10,1,8257,0,0,,L,false
current,611,버티컬 가로 휠,0,,,0,0,0,0|0|0|13|0|0|0|0|0|0|0|0,4,9280,0,0,,L,false
current,612,로지텍 버티컬 마우스 아시안,3,,,0,0,0,10|10|0|0|0|0|10|0|0|0|10|0,8,1089,0,0,,L,false
current,613,무선 수직 마우스,6,,,0,0,0,0|0|0|0|0|0|0|0|0|0|20|0,8,9280,0,0,,L,false
current,614,fps 버티컬,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,10240,0,0,,L,false
current,615,로지텍 버티컬 마우스 클리앙,3,,,0,0,-1,10|10|10|10|10|10|0|10|10|0|10|0,1,0,0,0,,L,false
current,616,mx 버티컬 vs 리프트,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,,L,false
current,617,아트박스 버티컬 마우스,25,,,0,0,0.56,16|27|20|26|16|13|16|18|16|20|30|25,8,64,0,0,,L,false
current,618,tg 무선 마우스,46,,27,0,0,-0.16,60|60|60|50|70|40|40|30|60|50|40|50,8,65,0,32,,L,false
current,619,앤커 버티컬 마우스 클리앙,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,L,false
current,620,mx ergo 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,L,false
current,621,로지텍 마우스 정품,40,0.07,32,0,0,0.33,70|80|120|110|110|60|40|40|30|50|30|40,8,2112,0,0,,L,false
current,622,버티컬 마우스 로지텍 리프트,12,,,0,0,-1,20|0|30|17|19|0|29|29|50|16|20|0,8,9280,0,0,,L,false
current,623,아이리버 에어 리프트 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1024,0,0,,L,false
current,624,로지텍 버티컬 마우스 손때,11,,,0,0,-1,0|13|0|15|0|20|15|0|20|17|16|0,4,1089,0,0,,L,false
current,625,jomaa 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,L,false
current,626,카카오 로지텍,3,,,0,0,-1,0|0|0|10|10|10|0|10|10|10|0|0,8,1,0,0,,L,false
current,627,로지텍 소형 마우스,17,,,0,0,-0.15,19|18|16|0|17|0|17|20|20|16|20|17,9,8256,0,0,,L,false
current,628,로지텍 g704,26,0.11,78,0,0,-0.75,60|37|40|40|47|40|40|27|40|40|30|10,8,1089,0,0,,L,false
current,629,로지텍 버티컬 mx master,5,,,0,0,15,0|0|0|0|0|0|0|0|0|0|0|15,4,8256,0,0,,L,false
current,630,다이소 무선 버티컬 마우스,315,0.05,32,0,0,33,20|10|20|10|10|10|10|10|10|25|580|340,8,9281,0,0,,L,false
current,631,로지텍 버티컬 마우스 화이트,6,,,0,0,-1,16|20|20|20|28|18|0|16|30|0|20|0,8,3136,0,0,,L,false
current,632,g103 마우스,72,,61,0,0,-0.7,80|40|160|170|50|30|60|120|120|120|60|36,8,1088,0,0,,L,false
current,633,로지텍 마우스 무소음,223,0.11,100,61.4k,233.1k,0,120|110|160|170|140|140|160|150|180|230|260|180,8,1089,0,0,,L,false
current,634,에이서 마우스 후기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,2113,0,0,,L,false
current,635,로지텍 버티컬 마우스 가격,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1089,0,0,,L,false
current,636,g504 마우스,10,0.19,81,0,0,-0.72,30|10|10|10|10|10|10|21|36|10|10|10,8,1088,0,0,,L,false
current,637,로지텍 mx 리프트 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,L,false
current,638,버티컬 마우스 손목 패드,0,,,0,0,0,20|20|30|20|18|16|15|0|0|0|0|0,4,1089,0,0,,L,false
current,639,mx 버티컬 lift,0,,,0,0,0,0|0|16|0|17|0|0|0|0|0|0|0,4,8256,0,0,,L,false
current,640,무한 휠 마우스 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1089,0,0,,L,false
current,641,코시 버티컬 마우스 후기,10,,38,0,0,0,20|10|10|10|10|10|10|10|10|10|10|10,4,1025,0,0,,L,false
current,642,저소음 버티컬 마우스 다이 소,6,,,0,0,0,0|0|0|0|0|0|0|0|0|0|20|0,8,11328,0,0,,L,false
current,643,로지텍 마우스 가격,161,0.09,69,11.6k,76.1k,-0.33,120|110|110|180|130|110|130|160|190|209|150|126,8,2113,0,0,,L,false
current,644,logitech logitech mx vertical,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,8192,0,0,,L,false
current,645,로지텍 좌우 스크롤,0,,,0,0,-1,0|0|15|0|0|0|0|0|11|0|0|0,4,8288,0,0,,L,false
current,646,지 클릭 커 op70,63,,,0,0,-0.16,30|20|50|60|60|50|40|30|60|70|70|50,8,65,0,24,,L,false
current,647,로지텍 와이어리스,34,,31,0,0,-0.37,36|30|40|40|37|39|45|30|40|50|28|25,8,1089,0,0,,L,false
current,648,코시 무선 버티컬마우스,5,,,0,0,0,0|0|0|0|14|0|0|0|0|0|15|0,9,8256,0,0,,L,false
current,649,로지텍 인체공학 무선 마우스 버티컬 lift,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1024,0,0,,L,false
current,650,다이소 버티컬 마우스 후기,443,0.09,12,0,0,490,0|0|10|10|10|0|0|0|0|10|830|490,4,65,0,8,,L,false
current,651,손 작은 여자 버티컬 마우스,6,,,0,0,0,0|0|0|0|0|0|0|0|0|0|18|0,9,10305,0,0,,L,false
current,652,버티컬 마우스 건전지,43,,,0,0,-0.5,30|28|30|50|60|30|50|50|60|30|70|30,1,1089,0,0,,L,false
current,653,터널 3d 디시,10,,0,0,0,0,0|0|0|0|0|0|0|30|10|10|10|10,4,1092,0,0,,L,false
current,654,로지텍 버티컬 마우스 리프트,163,0.11,100,75.7k,276.0k,0,110|100|120|130|120|70|110|120|180|130|180|180,8,9280,0,16,,L,false
current,655,알리 버티컬 마우스 디시,23,,19,0,0,0,20|30|30|30|40|20|40|10|20|20|30|20,1,0,0,0,,L,false
current,656,디시 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,L,false
current,657,로지텍 버티컬 마우스 유선,43,,,0,0,-0.33,30|30|30|40|30|20|40|30|30|60|50|20,8,65,0,0,,L,false
current,658,삼보 무선마우스,0,,,0,0,0,0|0|12|13|0|0|0|0|0|0|0|0,8,2113,0,0,,L,false
current,659,버티컬 마우스 다이소,188,0.13,46,0,0,5,0|0|0|20|20|0|0|16|30|15|370|180,8,9280,0,0,630|702|650|732,L,false
current,660,lift 버티컬 마우스,35,0.06,91,62.0k,251.2k,-0.1,30|30|29|30|30|10|27|30|40|30|40|36,8,2112,0,0,,L,false
current,661,아이보리 마우스,23,,,0,0,0,0|0|20|30|29|14|26|19|20|20|30|20,8,1088,0,0,,L,false
current,662,지 클릭 커 op70 후기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,,L,false
current,663,제닉스 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,L,false
current,664,mx vertical 무소음,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,9281,0,0,,L,false
current,665,앵커 버티컬 마우스 후기,6,,43,0,0,10,0|0|0|0|0|0|10|0|0|0|10|10,4,1,0,0,,L,false
current,666,로지텍 구름 마우스,4,,,0,0,0,0|0|0|0|0|0|0|0|0|14|0|0,4,1089,0,0,,L,false
current,667,삼성 로지텍 마우스,6,,,0,0,-1,0|0|0|0|0|0|0|0|13|0|18|0,8,1088,0,0,,L,false
current,668,로지텍 버티컬 마우스 매크로,49,,24,0,0,1,33|10|31|10|10|20|35|34|35|33|46|70,8,8257,0,0,,L,false
current,669,버티컬 마우스 로지텍 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,L,false
current,670,마우스 로지텍,846,0.13,99,42.3k,284.3k,-0.32,880|670|840|840|800|860|770|900|1.1k|910|890|740,8,8256,0,0,,L,false
current,671,umpc 손목,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8256,0,0,,L,false
current,672,로지텍 버티컬 핑크,19,,,0,0,0.17,0|18|20|17|19|0|16|0|17|17|20|20,8,1088,0,0,,L,false
current,673,로지텍 충전식 무선 마우스,58,0.14,100,65.3k,225.3k,0.01,40|30|54|61|30|63|55|20|58|55|60|59,8,2113,0,0,,L,false
current,674,버티컬 마우스 사용법,230,0.03,0,104.9k,130.7k,-0.04,180|180|220|220|260|220|180|190|230|170|300|220,1,8257,2,0,,L,false
current,675,손가락 관절 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,,L,false
current,676,레이저 프로 클릭 2 버티컬,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,9216,0,0,,L,false
current,677,등이 낮은 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,L,false
current,678,로지텍 마우스 오염,11,,,0,0,-1,0|14|0|0|0|17|0|0|20|15|18|0,1,64,0,0,,L,false
